,website,url,headline,entities
97,TOI,https://timesofindia.indiatimes.com/coronavirus,Englishहिन्दीमराठीবাংলা ગુજરાતીಕನ್ನಡதமிழ்తెలుగుമലയാളം|Epaper|GadgetsNowSign InTOITOICoronavirusBriefsWorldBusinessSportsEntertainmentTVLifestylePhotosEducationPoliticsElectionsCoronavirusHas curve flattened?India Lockdown: FAQsPreventionTreatmentSymptomsIndiaDelhiBangaloreHyderabadKolkataMumbaiWorldCovid-19 FAQsSpeaking TreeNews HomeCitySmart CitiesIndiaElections 2020PoliticsWorldCitizen ReporterNRIPollutionHeadlinesPodcastsSunday TimesGood NewsTOI FeaturesSpecialsTimes Fact CheckGood GovernanceEditorialsTOI EditorialsET EditorialsEntertainmentMovie ReviewsPhotos (ETIMES)MusicBeauty PageantsEventsFilmfareVideosLive TVTVTV NewsTV ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational BusinessLifestyleFeminaWomenAutoTravelRecipesSportsCricketIPLFootballTOISANewMost Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest NewsTech PhotosLatest GadgetsReviewsCompare GadgetsGadgets NewsServicesMediawireEpaperNewspaper SubscriptionReal EstateLaunchpadClassifiedsArchivesPropertyBe SwatantraCouponsNewsCoronavirus,"[('2020PoliticsWorldCitizen', 'CARDINAL'), ('TimesGood', 'ORG'), ('ReviewsPhotos', 'ORG'), ('DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI', 'ORG'), ('StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest', 'ORG'), ('NewsTech PhotosLatest', 'ORG'), ('GadgetsGadgets', 'ORG'), ('SubscriptionReal', 'ORG')]"
98,TOI,https://timesofindia.indiatimes.com/coronavirus,Englishहिन्दीमराठीবাংলা ગુજરાતીಕನ್ನಡதமிழ்తెలుగుമലയാളം|Epaper|GadgetsNowSign InTOITOICoronavirusBriefsWorldBusinessSportsEntertainmentTVLifestylePhotosEducationPoliticsElectionsCoronavirusHas curve flattened?India Lockdown: FAQsPreventionTreatmentSymptomsIndiaDelhiBangaloreHyderabadKolkataMumbaiWorldCovid-19 FAQsSpeaking TreeNews HomeCitySmart CitiesIndiaElections 2020PoliticsWorldCitizen ReporterNRIPollutionHeadlinesPodcastsSunday TimesGood NewsTOI FeaturesSpecialsTimes Fact CheckGood GovernanceEditorialsTOI EditorialsET EditorialsEntertainmentMovie ReviewsPhotos (ETIMES)MusicBeauty PageantsEventsFilmfareVideosLive TVTVTV NewsTV ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational BusinessLifestyleFeminaWomenAutoTravelRecipesSportsCricketIPLFootballTOISANewMost Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest NewsTech PhotosLatest GadgetsReviewsCompare GadgetsGadgets NewsServicesMediawireEpaperNewspaper SubscriptionReal EstateLaunchpadClassifiedsArchivesPropertyBe SwatantraCouponsNewsCoronavirus,"[('2020PoliticsWorldCitizen', 'CARDINAL'), ('TimesGood', 'ORG'), ('ReviewsPhotos', 'ORG'), ('DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI', 'ORG'), ('StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest', 'ORG'), ('NewsTech PhotosLatest', 'ORG'), ('GadgetsGadgets', 'ORG'), ('SubscriptionReal', 'ORG')]"
99,TOI,https://timesofindia.indiatimes.com/coronavirus,BriefsWorldBusinessSportsEntertainmentTVLifestylePhotosEducationPoliticsElectionsCoronavirusHas curve flattened?India Lockdown: FAQsPreventionTreatmentSymptomsIndiaDelhiBangaloreHyderabadKolkataMumbaiWorldCovid-19 FAQsSpeaking TreeNews HomeCitySmart CitiesIndiaElections 2020PoliticsWorldCitizen ReporterNRIPollutionHeadlinesPodcastsSunday TimesGood NewsTOI FeaturesSpecialsTimes Fact CheckGood GovernanceEditorialsTOI EditorialsET EditorialsEntertainmentMovie ReviewsPhotos (ETIMES)MusicBeauty PageantsEventsFilmfareVideosLive TVTVTV NewsTV ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational BusinessLifestyleFeminaWomenAutoTravelRecipesSportsCricketIPLFootballTOISANewMost Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest NewsTech PhotosLatest GadgetsReviewsCompare GadgetsGadgets NewsServicesMediawireEpaperNewspaper SubscriptionReal EstateLaunchpadClassifiedsArchivesPropertyBe SwatantraCouponsNewsCoronavirus,"[('2020PoliticsWorldCitizen', 'CARDINAL'), ('TimesGood', 'ORG'), ('ReviewsPhotos', 'ORG'), ('DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI', 'ORG'), ('StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest', 'ORG'), ('NewsTech PhotosLatest', 'ORG'), ('GadgetsGadgets', 'ORG'), ('SubscriptionReal', 'ORG')]"
100,TOI,https://timesofindia.indiatimes.com/coronavirus,BriefsWorldBusinessSportsEntertainmentTVLifestylePhotosEducationPoliticsElectionsCoronavirusHas curve flattened?India Lockdown: FAQsPreventionTreatmentSymptomsIndiaDelhiBangaloreHyderabadKolkataMumbaiWorldCovid-19 FAQsSpeaking TreeNews HomeCitySmart CitiesIndiaElections 2020PoliticsWorldCitizen ReporterNRIPollutionHeadlinesPodcastsSunday TimesGood NewsTOI FeaturesSpecialsTimes Fact CheckGood GovernanceEditorialsTOI EditorialsET EditorialsEntertainmentMovie ReviewsPhotos (ETIMES)MusicBeauty PageantsEventsFilmfareVideosLive TVTVTV NewsTV ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational BusinessLifestyleFeminaWomenAutoTravelRecipesSportsCricketIPLFootballTOISANewMost Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest NewsTech PhotosLatest GadgetsReviewsCompare GadgetsGadgets NewsServicesMediawireEpaperNewspaper SubscriptionReal EstateLaunchpadClassifiedsArchivesPropertyBe SwatantraCoupons,"[('2020PoliticsWorldCitizen', 'CARDINAL'), ('TimesGood', 'ORG'), ('ReviewsPhotos', 'ORG'), ('DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI', 'ORG'), ('StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest', 'ORG'), ('NewsTech PhotosLatest', 'ORG'), ('GadgetsGadgets', 'ORG'), ('SubscriptionReal', 'ORG')]"
101,TOI,https://timesofindia.indiatimes.com/coronavirus,BriefsWorldBusinessSportsEntertainmentTVLifestylePhotosEducationPoliticsElectionsCoronavirusHas curve flattened?India Lockdown: FAQsPreventionTreatmentSymptomsIndiaDelhiBangaloreHyderabadKolkataMumbaiWorldCovid-19 FAQsSpeaking TreeNews HomeCitySmart CitiesIndiaElections 2020PoliticsWorldCitizen ReporterNRIPollutionHeadlinesPodcastsSunday TimesGood NewsTOI FeaturesSpecialsTimes Fact CheckGood GovernanceEditorialsTOI EditorialsET EditorialsEntertainmentMovie ReviewsPhotos (ETIMES)MusicBeauty PageantsEventsFilmfareVideosLive TVTVTV NewsTV ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational BusinessLifestyleFeminaWomenAutoTravelRecipesSportsCricketIPLFootballTOISANewMost Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest NewsTech PhotosLatest GadgetsReviewsCompare GadgetsGadgets NewsServicesMediawireEpaperNewspaper SubscriptionReal EstateLaunchpadClassifiedsArchivesPropertyBe SwatantraCoupons,"[('2020PoliticsWorldCitizen', 'CARDINAL'), ('TimesGood', 'ORG'), ('ReviewsPhotos', 'ORG'), ('DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI', 'ORG'), ('StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest', 'ORG'), ('NewsTech PhotosLatest', 'ORG'), ('GadgetsGadgets', 'ORG'), ('SubscriptionReal', 'ORG')]"
102,TOI,https://timesofindia.indiatimes.com/coronavirus,BriefsWorldBusinessSportsEntertainmentTVLifestylePhotosEducationPoliticsElectionsCoronavirusHas curve flattened?India Lockdown: FAQsPreventionTreatmentSymptomsIndiaDelhiBangaloreHyderabadKolkataMumbaiWorldCovid-19 FAQsSpeaking TreeNews HomeCitySmart CitiesIndiaElections 2020PoliticsWorldCitizen ReporterNRIPollutionHeadlinesPodcastsSunday TimesGood NewsTOI FeaturesSpecialsTimes Fact CheckGood GovernanceEditorialsTOI EditorialsET EditorialsEntertainmentMovie ReviewsPhotos (ETIMES)MusicBeauty PageantsEventsFilmfareVideosLive TVTVTV NewsTV ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational BusinessLifestyleFeminaWomenAutoTravelRecipesSportsCricketIPLFootballTOISANewMost Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest NewsTech PhotosLatest GadgetsReviewsCompare GadgetsGadgets NewsServicesMediawireEpaperNewspaper SubscriptionReal EstateLaunchpadClassifiedsArchivesPropertyBe SwatantraCoupons,"[('2020PoliticsWorldCitizen', 'CARDINAL'), ('TimesGood', 'ORG'), ('ReviewsPhotos', 'ORG'), ('DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI', 'ORG'), ('StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest', 'ORG'), ('NewsTech PhotosLatest', 'ORG'), ('GadgetsGadgets', 'ORG'), ('SubscriptionReal', 'ORG')]"
103,TOI,https://timesofindia.indiatimes.com/coronavirus,BriefsWorldBusinessSportsEntertainmentTVLifestylePhotosEducationPoliticsElectionsCoronavirusHas curve flattened?India Lockdown: FAQsPreventionTreatmentSymptomsIndiaDelhiBangaloreHyderabadKolkataMumbaiWorldCovid-19 FAQsSpeaking TreeNews HomeCitySmart CitiesIndiaElections 2020PoliticsWorldCitizen ReporterNRIPollutionHeadlinesPodcastsSunday TimesGood NewsTOI FeaturesSpecialsTimes Fact CheckGood GovernanceEditorialsTOI EditorialsET EditorialsEntertainmentMovie ReviewsPhotos (ETIMES)MusicBeauty PageantsEventsFilmfareVideosLive TVTVTV NewsTV ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational BusinessLifestyleFeminaWomenAutoTravelRecipesSportsCricketIPLFootballTOISANewMost Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest NewsTech PhotosLatest GadgetsReviewsCompare GadgetsGadgets NewsServicesMediawireEpaperNewspaper SubscriptionReal EstateLaunchpadClassifiedsArchivesPropertyBe SwatantraCoupons,"[('2020PoliticsWorldCitizen', 'CARDINAL'), ('TimesGood', 'ORG'), ('ReviewsPhotos', 'ORG'), ('DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI', 'ORG'), ('StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest', 'ORG'), ('NewsTech PhotosLatest', 'ORG'), ('GadgetsGadgets', 'ORG'), ('SubscriptionReal', 'ORG')]"
104,TOI,https://timesofindia.indiatimes.com/coronavirus,BriefsWorldBusinessSportsEntertainmentTVLifestylePhotosEducationPoliticsElectionsCoronavirusHas curve flattened?India Lockdown: FAQsPreventionTreatmentSymptomsIndiaDelhiBangaloreHyderabadKolkataMumbaiWorldCovid-19 FAQsSpeaking Tree,[]
105,TOI,https://timesofindia.indiatimes.com/coronavirus,News HomeCitySmart CitiesIndiaElections 2020PoliticsWorldCitizen ReporterNRIPollutionHeadlinesPodcastsSunday TimesGood NewsTOI FeaturesSpecialsTimes Fact CheckGood GovernanceEditorialsTOI EditorialsET EditorialsEntertainmentMovie ReviewsPhotos (ETIMES)MusicBeauty PageantsEventsFilmfareVideosLive TVTVTV NewsTV ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational BusinessLifestyleFeminaWomenAutoTravelRecipesSportsCricketIPLFootballTOISANewMost Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest NewsTech PhotosLatest GadgetsReviewsCompare GadgetsGadgets NewsServicesMediawireEpaperNewspaper SubscriptionReal EstateLaunchpadClassifiedsArchivesPropertyBe SwatantraCoupons,"[('2020PoliticsWorldCitizen', 'CARDINAL'), ('TimesGood', 'ORG'), ('ReviewsPhotos', 'ORG'), ('DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI', 'ORG'), ('StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest', 'ORG'), ('NewsTech PhotosLatest', 'ORG'), ('GadgetsGadgets', 'ORG'), ('SubscriptionReal', 'ORG')]"
106,TOI,https://timesofindia.indiatimes.com/coronavirus,News HomeCitySmart CitiesIndiaElections 2020PoliticsWorldCitizen ReporterNRIPollutionHeadlinesPodcastsSunday TimesGood NewsTOI FeaturesSpecialsTimes Fact CheckGood GovernanceEditorialsTOI EditorialsET EditorialsEntertainmentMovie ReviewsPhotos (ETIMES)MusicBeauty PageantsEventsFilmfareVideosLive TVTVTV NewsTV ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational BusinessLifestyleFeminaWomenAutoTravelRecipesSportsCricketIPLFootballTOISANewMost Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest NewsTech PhotosLatest GadgetsReviewsCompare GadgetsGadgets NewsServicesMediawireEpaperNewspaper SubscriptionReal EstateLaunchpadClassifiedsArchivesPropertyBe SwatantraCoupons,"[('2020PoliticsWorldCitizen', 'CARDINAL'), ('TimesGood', 'ORG'), ('ReviewsPhotos', 'ORG'), ('DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI', 'ORG'), ('StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest', 'ORG'), ('NewsTech PhotosLatest', 'ORG'), ('GadgetsGadgets', 'ORG'), ('SubscriptionReal', 'ORG')]"
107,TOI,https://timesofindia.indiatimes.com/coronavirus,News HomeCitySmart CitiesIndiaElections 2020PoliticsWorldCitizen ReporterNRIPollutionHeadlinesPodcastsSunday TimesGood NewsTOI FeaturesSpecialsTimes Fact CheckGood GovernanceEditorialsTOI EditorialsET EditorialsEntertainmentMovie ReviewsPhotos (ETIMES)MusicBeauty PageantsEventsFilmfareVideosLive TVTVTV NewsTV ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational BusinessLifestyleFeminaWomenAutoTravelRecipesSportsCricketIPLFootballTOISANewMost Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest NewsTech PhotosLatest GadgetsReviewsCompare GadgetsGadgets NewsServicesMediawireEpaperNewspaper SubscriptionReal EstateLaunchpadClassifiedsArchivesPropertyBe SwatantraCoupons,"[('2020PoliticsWorldCitizen', 'CARDINAL'), ('TimesGood', 'ORG'), ('ReviewsPhotos', 'ORG'), ('DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI', 'ORG'), ('StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest', 'ORG'), ('NewsTech PhotosLatest', 'ORG'), ('GadgetsGadgets', 'ORG'), ('SubscriptionReal', 'ORG')]"
108,TOI,https://timesofindia.indiatimes.com/coronavirus,News HomeCitySmart CitiesIndiaElections 2020PoliticsWorldCitizen ReporterNRIPollutionHeadlinesPodcastsSunday TimesGood NewsTOI FeaturesSpecialsTimes Fact CheckGood GovernanceEditorialsTOI EditorialsET EditorialsEntertainmentMovie ReviewsPhotos (ETIMES)MusicBeauty PageantsEventsFilmfareVideosLive TVTVTV NewsTV ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational BusinessLifestyleFeminaWomenAutoTravelRecipesSportsCricketIPLFootballTOISANewMost Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest NewsTech PhotosLatest GadgetsReviewsCompare GadgetsGadgets NewsServicesMediawireEpaperNewspaper SubscriptionReal EstateLaunchpadClassifiedsArchivesPropertyBe SwatantraCoupons,"[('2020PoliticsWorldCitizen', 'CARDINAL'), ('TimesGood', 'ORG'), ('ReviewsPhotos', 'ORG'), ('DealsFood & BeveragesHome Decor & GardenOpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI', 'ORG'), ('StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & PujaTechnologyLatest', 'ORG'), ('NewsTech PhotosLatest', 'ORG'), ('GadgetsGadgets', 'ORG'), ('SubscriptionReal', 'ORG')]"
109,TOI,https://timesofindia.indiatimes.com/coronavirus,News HomeCitySmart CitiesIndiaElections 2020PoliticsWorldCitizen ReporterNRIPollutionHeadlinesPodcastsSunday TimesGood NewsTOI FeaturesSpecialsTimes Fact CheckGood GovernanceEditorialsTOI EditorialsET Editorials,"[('2020PoliticsWorldCitizen', 'CARDINAL'), ('TimesGood', 'ORG')]"
110,TOI,https://timesofindia.indiatimes.com/coronavirus,EntertainmentMovie ReviewsPhotos (ETIMES)MusicBeauty PageantsEventsFilmfareVideosLive TVTVTV NewsTV ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational Business,"[('EntertainmentMovie ReviewsPhotos', 'ORG'), ('ListingsTimes NowET NowZoom TVBusinessStartupsIndia BusinessInternational Business', 'LAW')]"
111,TOI,https://timesofindia.indiatimes.com/coronavirus,LifestyleFeminaWomenAutoTravelRecipesSportsCricketIPLFootballTOISANewMost Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's DealsFood & BeveragesHome Decor & Garden,"[(""Searched ProductsElectronicsFashionBeautyHealth & FitnessToday's"", 'ORG'), ('DealsFood & BeveragesHome Decor & Garden', 'ORG')]"
112,TOI,https://timesofindia.indiatimes.com/coronavirus,OpinionInfographicsHumourCartoonsCampaignsBlogsSocialViral NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & Puja,"[('NewsTrending NewsEducationEducation FestEnvironmentBennett UniversityTOI', 'ORG'), ('StudentTimes Study AbroadJobsAstrologyHoroscopePlanets & TransitsRituals & Puja', 'ORG')]"
113,TOI,https://timesofindia.indiatimes.com/coronavirus,TechnologyLatest NewsTech PhotosLatest GadgetsReviewsCompare GadgetsGadgets NewsServicesMediawireEpaperNewspaper SubscriptionReal EstateLaunchpadClassifiedsArchivesPropertyBe SwatantraCoupons,"[('TechnologyLatest NewsTech PhotosLatest', 'ORG'), ('GadgetsGadgets', 'ORG'), ('SubscriptionReal', 'ORG')]"
